Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
,Healthcare Facility,,(305) 884-3582,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 884-3582,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 400-8281,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 883-8488,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 883-8488,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 875-4282,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 883-8488,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 456-7951,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(561) 314-2000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 279-6012,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 279-6012,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 826-7884,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 774-7729,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 816-6300,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 953-6263,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 953-6263,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 953-6263,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 552-7660,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 205-7753,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 299-3761,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(856) 952-4011,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 598-7004,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 798-7004,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 735-2942,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 209-5050,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 697-9697,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 400-8965,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 261-4823,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 261-4823,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 540-2474,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 912-4700,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,nan,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 596-3549,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 649-7511,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 649-7511,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 383-3273,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 697-9697,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 697-9697,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 697-9697,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 267-7372,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 940-6973,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(404) 482-0244,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 225-0400,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 521-9650,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 468-9455,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 670-8830,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 468-9455,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 329-7645,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 279-3223,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 225-6566,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 269-0763,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 512-0080,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(888) 965-0301,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 677-3578,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(844) 907-7676,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 748-7684,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 484-8371,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 982-7914,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 941-8889,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 392-0354,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 713-0120,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 536-6780,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 894-1164,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 964-5295,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 315-4664,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 246-1288,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 248-1288,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 836-5627,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 623-5766,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 677-0080,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 556-3818,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 493-9797,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(754) 800-9075,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 818-5637,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 247-6235,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 247-6200,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 448-7499,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 845-6633,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 845-6633,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 910-0456,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 927-1000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 927-1000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 390-1614,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 452-1185,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 452-1185,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 452-1185,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 452-1185,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 705-6445,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 773-5987,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 821-1511,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 821-1511,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 259-3958,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 623-5193,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 456-1182,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 409-2722,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 646-1974,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 227-6497,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 227-6497,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 751-7771,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 341-7551,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 346-0721,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 548-4307,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 360-5803,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 807-3669,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 967-8767,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 698-3536,40,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 705-6445,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 298-7379,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 409-2722,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 942-1052,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(754) 244-5808,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(754) 244-5808,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 933-3035,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-7702,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-2834,20,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-2739,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 347-3380,120,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 536-5168,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 536-5168,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-9200,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-9210,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 325-1050,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 547-2500,40,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-4200,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-1111,1513,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-6210,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-7348,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-5372,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-2502,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-3000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-3000,180,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-3850,163,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-3850,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 355-7444,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 651-1100,382,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 654-5020,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 531-1923,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 347-3380,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 251-2500,262,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 256-5032,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 256-5061,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 710-9894,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-1000,98,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 531-7078,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 940-9342,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 228-1669,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 469-3985,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 220-2338,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 792-8393,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 381-6224,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 450-4652,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 891-0331,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(876) 524-0503,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 653-0387,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 338-8652,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 653-0387,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 774-9590,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 209-1291,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 266-8108,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 557-0000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 439-9205,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 443-2994,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 392-1166,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 836-6646,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 836-6646,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 271-4904,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 534-6199,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 281-1583,16,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 688-8113,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 542-9896,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 777-3884,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 695-2202,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 695-2202,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 695-2202,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 772-5336,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 456-5135,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 205-8021,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-4000,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 271-9065,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 604-9595,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 864-1373,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 603-9546,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 519-0581,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 713-0868,28,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 341-7519,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 488-4301,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 964-7746,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 339-9360,24,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 278-8264,54,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 269-4823,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(645) 229-1317,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 801-1757,14,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 534-9009,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 520-4064,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 974-5966,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 274-6422,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 906-3333,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 615-8283,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 610-4936,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 662-9320,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 480-5811,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 480-5811,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 325-0913,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 325-0913,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 506-9239,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 828-6800,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 328-8919,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 328-8919,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 200-5579,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(954) 708-4861,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 248-1003,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 248-1003,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 248-1003,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(973) 868-0615,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 261-2492,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 884-2986,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 808-7171,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 459-7157,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 459-7157,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-1286,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 585-4730,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-7200,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 256-4334,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 654-6850,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 466-8480,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 654-6850,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 271-0300,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 256-5018,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 222-8908,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(754) 213-9274,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 298-4310,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 228-7120,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 380-3743,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 665-2060,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 860-8111,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 860-8111,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 444-5950,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 698-9077,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 892-7594,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 262-8347,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 470-6110,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 705-4610,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 672-9333,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,nan,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 512-8505,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 476-1574,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 798-6945,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 821-6112,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 223-1174,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 383-3372,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 793-1853,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 858-3226,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 759-2871,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 825-0587,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 559-5369,6,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 856-1250,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 242-0911,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(786) 925-2112,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 856-6371,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 461-2523,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
,Healthcare Facility,,(305) 971-6883,0,,,ACTIVE,,,,,,,,FL,,,,,,,,,,,,
